	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	14.25	não	0.0	não	25.2	não	0.0	não	0.0	não	1.28	não
1	1961-01-02	14.49	não	0.0	não	25.76	não	0.0	não	0.0	não	0.02	não
