	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	13.35	não	0.0	não	25.38	não	0.0	não	0.0	não	0.8	não
1	1961-01-02	13.98	não	0.0	não	25.58	não	0.0	não	0.0	não	1.51	não
