	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	14.76	não	0.0	não	26.87	não	0.0	não	0.0	não	1.08	não
1	1961-01-02	15.16	não	0.0	não	27.15	não	0.0	não	0.0	não	0.0	não
