	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	17.23	não	0.0	não	25.35	não	0.0	não	0.0	não	3.82	não
1	1961-01-02	16.05	não	0.0	não	25.33	não	0.0	não	0.0	não	1.73	não
