	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	12.26	não	0.0	não	23.44	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	13.24	não	0.0	não	24.09	não	0.0	não	0.0	não	0.0	não
