	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	17.05	não	0.0	não	27.54	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	16.46	não	0.0	não	28.13	não	0.0	não	0.0	não	0.0	não
