	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	13.2	não	0.0	não	24.57	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	12.78	não	0.0	não	24.78	não	0.0	não	0.0	não	0.34	não
