	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.47	não	0.0	não	26.93	não	0.0	não	0.0	não	13.63	não
1	1961-01-02	16.27	não	0.0	não	25.86	não	0.0	não	0.0	não	13.62	não
