	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	13.51	não	0.0	não	24.46	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	14.28	não	0.0	não	24.83	não	0.0	não	0.0	não	0.0	não
