	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	11.39	não	0.0	não	22.73	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	11.93	não	0.0	não	23.03	não	0.0	não	0.0	não	0.0	não
