	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	15.09	não	0.0	não	26.78	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	15.13	não	0.0	não	26.69	não	0.0	não	0.0	não	2.6	não
