	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	16.77	não	0.0	não	25.93	não	0.0	não	0.0	não	5.54	não
1	1961-01-02	16.28	não	0.0	não	25.37	não	0.0	não	0.0	não	0.91	não
