	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	12.17	não	0.0	não	22.59	não	0.0	não	0.0	não	1.67	não
1	1961-01-02	12.3	não	0.0	não	23.98	não	0.0	não	0.0	não	2.34	não
