	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	13.44	não	0.0	não	25.84	não	0.0	não	0.0	não	0.09	não
1	1961-01-02	13.67	não	0.0	não	25.17	não	0.0	não	0.0	não	2.64	não
