	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	14.18	não	0.0	não	25.31	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	14.22	não	0.0	não	25.2	não	0.0	não	0.0	não	1.33	não
