	data	tMin	tMin Estimada	tMed	tMed Estimada	tMax	tMax Estimada	urMin	urMin Estimada	urMax	urMax Estimada	precipitacao	precipitacao Estimada
0	1961-01-01	19.39	não	0.0	não	29.85	não	0.0	não	0.0	não	0.0	não
1	1961-01-02	19.62	não	0.0	não	29.78	não	0.0	não	0.0	não	0.0	não
